selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,age
80000,120000,2,1,1,2,13.2,1495.0,94.0,15
535000,120000,1,1,1,1,15.1,2179.0,140.0,10
700000,70000,1,1,1,1,12.99,2494.0,100.57,9
550000,70000,1,1,1,1,23.4,1248.0,74.0,9
680000,15000,2,1,2,1,19.0,1199.0,88.76,3
200000,53000,2,1,1,2,20.36,1197.0,78.9,13
500000,120000,1,1,1,2,23.4,1248.0,74.0,8
1000000,70000,1,1,1,1,24.52,1248.0,88.5,6
110000,120000,2,1,1,2,14.2,1341.0,82.9,14
320000,100000,2,1,1,2,18.5,1197.0,80.0,10
350000,100000,2,1,1,1,20.4,1197.0,83.11,7
170000,162500,1,1,1,1,19.4,1405.0,70.0,9
800000,39000,1,1,1,1,22.54,1396.0,88.73,5
500000,75000,1,1,1,1,26.8,1248.0,74.0,5
1380000,50000,1,1,2,1,17.6,2179.0,153.86,5
1300000,40000,1,1,1,1,17.3,1497.0,121.0,3
530000,92500,1,1,1,1,22.32,1582.0,126.3,9
360000,158000,1,1,1,1,23.4,1248.0,74.0,10
310000,120000,1,1,1,1,19.3,1248.0,73.9,10
725000,50000,1,1,1,2,26.0,1498.0,98.6,7
340000,110000,1,1,1,1,19.3,1248.0,73.9,10
550000,2000,1,1,1,2,25.4,1186.0,73.97,5
1150000,181000,1,1,1,2,11.5,2982.0,171.0,11
380000,70000,1,1,1,1,27.28,1047.0,69.0,6
350000,90000,2,1,2,2,17.97,1498.0,99.6,9
610000,2000,2,1,1,1,18.6,1197.0,81.86,3
525000,20000,2,1,1,1,20.85,1197.0,83.14,7
480000,120000,1,1,1,1,12.8,2494.0,102.0,11
780000,35000,1,1,1,1,16.55,2498.0,105.0,5
320000,193000,1,1,1,1,19.3,1248.0,73.9,10
375000,80000,2,1,1,1,20.4,1197.0,81.8,8
300000,40000,2,1,1,1,19.02,1198.0,67.05,3
500000,70000,1,1,1,4,22.54,1396.0,88.73,7
404000,122358,1,1,1,1,12.05,2179.0,120.0,11
500000,75000,1,1,1,1,14.07,2956.0,69.01,7
350000,120000,1,1,1,1,27.28,1047.0,69.0,5
380000,40000,2,1,1,1,17.57,1193.0,88.7,7
114999,95200,2,1,1,3,13.2,1495.0,94.0,14
335000,33033,2,2,1,1,19.4,1198.0,86.8,8
465000,63063,2,2,2,1,18.9,1197.0,82.0,7
290000,60000,1,1,1,1,21.02,1248.0,88.76,10
110000,45000,2,1,1,2,19.7,796.0,46.3,17
450000,80000,1,1,1,3,11.57,2179.0,138.1,11
400000,170000,1,1,1,2,13.6,2523.0,63.0,13
210000,207890,1,1,1,2,13.6,2523.0,63.0,15
4600000,7976,1,1,2,1,17.9,2143.0,170.0,4
220000,35000,2,1,1,1,16.8,796.0,34.2,6
450000,35000,2,1,1,1,18.9,1197.0,82.0,5
290000,50000,2,1,2,1,16.95,1197.0,78.9,9
520000,20000,2,1,1,1,20.4,1197.0,81.8,6
265000,20000,2,1,2,1,16.95,1197.0,78.9,11
330000,50000,2,1,1,2,18.6,1197.0,85.8,10
509999,120000,1,1,1,1,15.96,2523.0,62.1,8
500000,70000,2,1,1,1,17.1,1591.0,121.3,8
525000,50000,2,1,1,1,17.19,1197.0,81.86,7
675000,16500,2,1,1,1,21.01,1197.0,81.8,3
300000,70000,2,1,1,1,17.0,1197.0,80.0,12
90000,99361,2,1,1,2,19.7,796.0,46.3,17
650000,25000,1,1,1,1,26.59,1248.0,74.0,5
409000,70000,2,1,1,2,19.1,1197.0,85.8,8
395000,80000,1,1,1,2,24.0,1120.0,70.0,7
400000,70000,2,1,1,2,19.1,1197.0,85.8,8
120000,60000,2,1,1,3,18.6,1199.0,79.4,10
645000,10000,2,1,2,1,20.3,1199.0,84.0,4
81000,80000,2,1,1,1,16.1,796.0,37.0,16
1300000,30000,1,1,1,1,25.6,1498.0,97.9,5
1250000,33000,1,1,1,1,25.6,1498.0,97.9,5
535000,90000,2,1,1,3,16.02,1373.0,93.7,9
555000,80100,1,1,1,2,19.01,1461.0,108.5,8
725000,120000,2,1,1,1,17.4,1497.0,117.3,8
229999,40000,2,1,1,1,25.17,799.0,53.3,6
800000,160000,1,1,1,2,12.99,2494.0,100.6,9
409999,47000,2,1,1,1,20.51,998.0,67.04,5
1210000,25000,1,1,1,1,21.38,1396.0,88.7,4
400000,26000,2,1,1,1,23.84,1199.0,84.0,5
520000,29000,1,1,1,1,24.0,1186.0,73.97,4
650000,50000,2,1,2,1,21.4,1197.0,83.1,6
325000,58000,2,1,1,3,16.1,1298.0,88.2,11
420000,120000,2,1,2,1,17.4,1197.0,85.8,10
400000,50000,2,1,1,1,20.4,1197.0,81.8,8
254999,80000,2,1,1,4,17.0,1197.0,80.0,12
65000,60000,2,1,1,4,17.3,993.0,60.0,19
351000,36000,2,1,1,1,23.1,998.0,67.04,5
404000,120000,1,1,1,3,12.8,2494.0,102.0,15
185000,185000,1,1,1,3,21.1,1248.0,73.9,11
250000,50000,1,1,1,1,23.08,1461.0,63.1,11
60000,100000,2,1,1,4,17.3,993.0,60.0,20
500000,50000,2,1,1,2,17.1,1591.0,121.3,9
85000,80000,2,1,1,2,18.2,998.0,67.1,15
85000,80000,2,1,1,4,19.7,796.0,46.3,17
265000,90000,1,1,1,4,19.3,1248.0,73.9,11
130000,162000,2,1,1,2,19.0,998.0,66.1,12
480000,110000,1,1,1,3,20.77,1248.0,88.76,9
170000,120000,1,1,1,3,17.8,1248.0,75.0,14
275000,45000,1,1,1,1,23.08,1461.0,63.1,11
89000,90000,2,1,1,2,18.9,998.0,67.1,17
170000,90000,1,1,1,2,20.0,1399.0,68.0,12
1090000,16500,2,2,1,1,17.0,1197.0,110.0,3
1100000,67000,1,1,2,1,17.01,1582.0,126.2,5
610000,52000,2,2,1,1,22.0,1197.0,81.8,4
335000,40000,2,2,1,1,20.63,1198.0,67.0,6
434999,40000,2,2,1,1,18.9,1197.0,82.0,7
3000000,35000,1,1,1,1,14.24,2755.0,174.5,4
390000,13000,2,2,1,1,20.71,799.0,53.26,4
325000,40000,2,2,1,1,18.5,1198.0,86.8,10
640000,10000,2,2,1,1,17.0,1198.0,73.75,3
450000,9000,2,2,1,1,16.95,1498.0,97.7,10
400000,70000,1,2,1,2,23.59,1364.0,67.06,9
215000,60000,2,2,1,1,20.36,1197.0,78.9,13
570000,40000,1,2,1,1,20.45,1461.0,83.8,8
680000,93000,1,2,1,1,15.1,2179.0,140.0,10
325000,80000,1,1,1,4,12.8,2494.0,102.0,14
150000,50000,2,1,1,2,15.64,1193.0,64.08,11
690000,68000,2,2,2,1,14.5,1797.0,147.5,9
1550000,25000,1,1,2,1,14.84,2143.0,170.0,9
64000,18000,2,2,1,1,25.4,624.0,37.5,10
250000,120000,1,1,1,1,23.08,1461.0,63.1,9
65000,35000,2,1,1,1,18.9,998.0,67.1,17
550000,60000,1,1,1,2,26.59,1248.0,74.0,6
140000,70000,2,1,1,4,20.36,1197.0,78.9,12
300000,30000,2,1,1,1,25.17,799.0,53.3,6
800000,70000,2,1,2,1,16.34,1798.0,189.3,6
503000,110000,1,1,1,1,14.1,2179.0,147.94,7
3800000,20000,1,1,2,1,18.0,1969.0,190.0,3
2000000,68089,2,3,2,1,19.16,2494.0,157.7,6
225000,58343,2,3,1,1,21.79,998.0,67.05,9
740000,38817,1,2,1,1,27.39,1248.0,74.0,4
550000,56494,2,3,1,1,18.2,1199.0,88.7,6
750000,79328,1,3,1,2,12.99,2494.0,100.6,9
650000,5621,2,3,2,1,22.0,1197.0,81.8,3
625000,25538,2,3,1,1,16.78,1496.0,88.73,5
600000,69779,2,2,2,1,22.0,1197.0,81.8,4
450000,56290,1,2,1,1,24.0,1186.0,73.97,5
5400000,7500,1,2,2,1,16.78,1995.0,190.0,3
5500000,8500,1,2,2,1,16.78,1995.0,190.0,3
779000,7032,2,3,2,1,19.0,1199.0,88.76,3
2475000,2000,1,2,2,1,16.8,1984.0,150.0,4
150000,106000,2,1,1,3,20.36,1197.0,78.9,12
500000,120000,2,1,2,2,11.1,2354.0,158.8,13
480000,90000,1,1,1,1,26.59,1248.0,74.0,7
535000,70000,1,1,1,3,22.32,1582.0,126.32,8
250000,240000,1,1,1,3,12.8,2494.0,102.0,17
300000,100000,1,1,1,2,21.5,1248.0,88.8,10
340000,214000,2,1,1,2,13.9,1599.0,103.2,13
340000,214000,1,1,1,2,16.8,1493.0,110.0,13
240000,50000,2,1,1,1,22.74,796.0,47.3,6
1085000,1000,2,1,2,1,18.0,1497.0,117.6,4
750000,19000,1,1,2,1,28.4,1248.0,74.02,5
95000,265000,1,1,1,2,17.0,1405.0,70.0,10
409999,35000,4,1,1,1,20.88,1196.0,61.7,2
215000,80000,2,1,1,2,23.95,998.0,67.05,8
1290000,50000,1,1,2,1,16.0,2179.0,140.0,6
150000,80000,2,1,1,1,20.92,998.0,67.1,12
219000,50000,2,1,1,2,21.1,814.0,55.2,9
325000,100000,2,1,1,1,23.84,1199.0,84.0,4
260000,120000,2,1,1,2,15.1,1196.0,73.0,9
700000,40000,1,1,2,1,23.8,1498.0,78.9,3
950000,45000,1,1,1,1,21.38,1396.0,88.7,5
160000,80000,2,1,1,2,19.7,796.0,46.3,12
409999,135000,1,1,1,2,24.4,1120.0,71.01,7
840000,120000,1,1,1,2,12.99,2494.0,100.6,7
450000,67000,1,1,1,1,23.59,1364.0,67.1,9
900000,50000,1,1,1,1,28.4,1248.0,74.02,5
570000,134000,1,1,1,2,12.8,2494.0,102.0,14
254999,110000,1,1,1,2,23.08,1461.0,63.1,11
130000,40000,2,1,1,1,16.1,796.0,37.0,13
530000,120000,1,1,1,2,23.4,1248.0,74.0,9
520000,110000,1,1,1,2,20.14,1498.0,88.8,7
229999,170000,1,1,1,2,21.0,1461.0,64.1,11
81000,80000,2,1,1,2,16.1,796.0,37.0,18
600000,47000,1,1,1,1,25.2,1248.0,74.0,6
409999,93000,2,1,1,1,19.1,1197.0,81.86,7
120000,70000,2,1,1,2,16.1,796.0,37.0,12
320000,50000,2,1,1,1,23.1,998.0,67.04,8
292000,70000,1,1,1,1,20.0,1399.0,68.05,7
390000,80000,1,1,1,1,13.93,2179.0,138.03,10
550000,44000,2,1,1,1,18.16,1196.0,86.8,6
385000,25000,2,1,1,1,23.1,998.0,67.04,8
800000,25000,2,1,1,1,15.29,1591.0,121.3,6
675000,10000,2,1,1,1,21.21,1197.0,81.8,3
1525000,50000,1,1,1,1,17.6,2179.0,153.86,4
950000,30000,1,1,1,1,23.0,1498.0,98.96,4
610000,50000,1,1,1,2,21.19,1396.0,88.73,7
525000,120000,1,1,1,1,22.54,1396.0,88.73,10
375000,80000,1,1,1,1,15.96,2523.0,62.1,7
580000,90000,1,1,1,1,20.45,1461.0,83.8,7
434999,50000,2,1,1,2,20.4,1197.0,83.11,7
350000,2136,2,1,1,1,22.5,999.0,67.0,2
730000,250000,1,1,1,1,12.99,2494.0,100.0,10
600000,35000,2,1,1,1,18.6,1197.0,81.83,7
1050000,120000,1,1,1,1,12.99,2494.0,100.6,7
735000,70000,1,1,1,1,27.39,1248.0,74.0,5
1050000,18000,1,2,1,1,19.6,1461.0,108.45,4
420000,110000,1,1,1,2,18.2,1248.0,73.74,6
800000,60000,1,1,1,1,23.65,1248.0,88.5,5
2000000,60000,1,1,2,1,12.55,2982.0,168.5,7
600000,147000,1,1,1,2,26.59,1248.0,74.0,6
1900000,130000,1,1,2,1,12.55,2982.0,168.5,7
500000,99500,1,1,1,3,11.5,1991.0,147.9,11
200000,110000,1,1,1,2,17.0,1405.0,71.0,11
370000,35000,2,1,1,1,19.49,1198.0,67.04,6
260000,110000,1,1,1,2,16.2,1493.0,110.0,12
280000,100000,1,1,1,1,25.32,1198.0,77.0,6
610000,21000,2,1,1,1,16.02,1373.0,93.7,8
300000,60000,1,1,1,2,23.5,1498.0,90.0,9
140000,40000,1,1,1,1,16.6,1405.0,70.0,12
229999,50000,2,1,1,1,19.81,1086.0,68.05,14
200000,65000,2,1,1,2,19.0,998.0,66.1,12
200000,80000,2,1,1,1,18.9,998.0,67.1,11
560000,119000,1,1,1,1,23.9,1582.0,126.2,7
750000,80000,1,1,1,1,24.52,1248.0,88.5,6
585000,90000,1,1,1,1,25.2,1248.0,74.0,5
760000,20000,2,1,1,1,17.01,1591.0,121.4,6
430000,80000,1,1,1,2,25.2,1248.0,74.0,8
480000,44665,1,1,1,1,25.32,1198.0,77.0,2
643000,10000,1,1,1,1,20.8,1493.0,113.4,3
500000,60000,2,1,1,1,20.14,1197.0,81.86,4
425000,22000,2,1,1,1,18.5,1198.0,86.8,6
250000,25000,2,1,1,1,22.74,796.0,47.3,8
285000,70000,1,1,1,1,27.62,793.0,47.0,6
160000,123000,2,1,1,3,17.5,1298.0,85.8,14
250000,70000,1,1,1,2,20.54,1598.0,103.6,11
170000,70000,2,1,1,2,18.6,1199.0,79.4,9
409999,45000,1,1,1,1,23.59,1364.0,67.06,9
400000,40000,2,1,2,1,18.9,1197.0,82.0,7
700000,30000,1,1,1,1,28.4,1248.0,74.02,3
350000,90000,2,1,2,1,12.9,1799.0,130.0,15
660000,34000,2,1,1,2,17.5,1373.0,91.1,6
268000,25000,2,1,1,1,24.7,796.0,47.3,5
270000,50000,2,1,1,1,22.74,796.0,47.3,6
300000,50000,1,1,1,1,25.44,936.0,57.6,9
450000,90000,2,1,1,1,23.84,1199.0,84.0,5
220000,70000,1,1,1,2,25.44,936.0,57.6,10
250000,146000,1,1,1,2,13.93,2179.0,138.0,13
300000,85000,2,1,1,2,15.6,1196.0,70.0,10
88000,201850,1,1,1,2,17.88,1396.0,52.8,13
561000,30000,1,1,1,1,26.59,1248.0,74.0,6
755000,15000,1,1,1,1,28.4,1248.0,74.02,4
235000,25000,2,1,1,1,22.7,799.0,53.64,5
165000,90000,2,1,1,1,20.92,998.0,67.1,11
190000,80000,1,1,1,2,19.3,1248.0,73.9,14
110000,50000,1,1,1,1,17.2,1396.0,53.5,11
320000,80000,1,1,1,2,13.6,2523.0,63.0,10
540000,38000,2,1,1,1,18.6,1197.0,81.83,6
180000,60000,2,1,1,1,21.1,814.0,55.2,9
450000,30000,2,1,1,1,17.5,1197.0,85.8,10
450000,30000,2,1,1,1,19.1,1197.0,85.8,8
